0.83307,0.99682,0.83307,0.76789,0,0.76948,0.069952,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6848,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.62652,1,1.0676,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.73684,0.0018797,0.73872,0.073308,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6901,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.63044,1,1.0669,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.74248,0.0018797,0.74436,0.067669,0.18797,0.08,0.08,0.2,0.08,0.08
0.83307,0.99682,0.83307,0.76789,0,0.76948,0.069952,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6901,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.62914,1,1.0671,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.7406,0.0018797,0.74248,0.069549,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76789,0,0.76948,0.069952,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6743,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.6213,1,1.0686,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.72932,0.0018797,0.7312,0.080827,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76789,0,0.76948,0.069952,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6769,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.62261,1,1.0683,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.7312,0.0018797,0.73308,0.078947,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6822,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.6966,1,1.0438,0.23077,0.62652,1,1.0676,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.73684,0.0018797,0.73872,0.073308,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.796,1,3.6875,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.69998,1,1.0434,0.23077,0.62652,1,1.0676,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.7406,0.0018797,0.74248,0.069549,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.793,1,3.6709,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.70674,1,1.0424,0.23077,0.58096,1,1.0759,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.72932,0.0018797,0.7312,0.080827,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.793,1,3.6709,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.70674,1,1.0424,0.23077,0.58096,1,1.0759,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.72932,0.0018797,0.7312,0.080827,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.793,1,3.6709,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.70674,1,1.0424,0.23077,0.58096,1,1.0759,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.72932,0.0018797,0.7312,0.080827,0.18797,-100,-100,-100,-100,-100
0.83307,0.99682,0.83307,0.76948,0,0.77107,0.068363,0.16057,6,1.2734,6,3.0487,52,15.793,1,3.6709,0.15421,0.84579,0.16667,0.78527,1,1.0362,0.5,0.70674,1,1.0424,0.23077,0.58096,1,1.0759,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.80639,0.99624,0.80263,0.72932,0.0018797,0.7312,0.080827,0.18797,-100,-100,-100,-100,-100
0.95374,0.99644,0.93061,0.88256,0,0.88434,0.076512,0.039146,4,1.0712,6,3.3954,31,14.731,1,3.1169,0.1726,0.8274,0.25,0.93356,1,1.0098,0.5,0.62851,1,1.0744,0.3871,0.59275,1,1.0844,0,0,1,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.94839,0.9957,0.94409,0.86021,0.0021505,0.86237,0.092473,0.045161,0.06,0.06,0.08,0.06,0.07
0.95922,0.99674,0.85318,0.89396,0,0.8956,0.070147,0.034258,4,1.062,6,3.2903,31,14.281,0.93939,3.2414,0.14992,0.84176,0.25,0.94163,1,1.0073,0.5,0.65794,1,1.0632,0.3871,0.62715,1,1.0695,0.060606,0,0.93939,0.020202,0,0,0,0,0.020202,0.020202,0.020202,0,0,0,0.020202,0.95543,0.99612,0.86628,0.87597,0.001938,0.87791,0.083333,0.03876,0.06,0.06,0.08,0.06,0.06
0.89458,0.99799,0.89357,0.8494,0,0.8504,0.048193,0.10141,6,1.1727,6,2.7192,52,13.263,0.82828,3.9136,0.083759,0.9006,0.16667,0.85274,1,1.0163,0.5,0.77588,1,1.0214,0.19231,0.63812,1,1.0382,0.17172,0,0.82828,0,0,0,0,0,0,0,0,0,0,0,0,0.88294,0.99777,0.88294,0.83389,0,0.83501,0.052397,0.1126,0.12,0.1,0.07,0.11,0.12
